"Oxetocyon,"Oxetocyon cuspidatus",32.05,32.05
"Canis,"Canis armbrusteri",0.06885,2.6
"Ectopocynus,"Ectopocynus simplicidens",18.2,18.2
"Metalopex,"Metalopex macconnelli",11.95,14.1815
"Cuon","Cuon",0.06885,0.4535
"Canis,"Canis thooides",3.35,3.35
"Carpocyon,"Carpocyon limosus",7.6000000000000005,7.6000000000000005
"Metatomarctus","Metatomarctus",14.1815,14.1815
"Oxetocyon","Oxetocyon",32.05,32.05
"Canini","Canini",3.35,7.6000000000000005
"Leptocyon,"Leptocyon tejonensis",11.95,11.95
"Canis,"Canis edwardii",1.05,14.1815
"Aelurodon,"Aelurodon ferox",9.25,14.785
"Paraenhydrocyon,"Paraenhydrocyon wallovianus",22.615000000000002,25.615000000000002
"Desmocyon,"Desmocyon matthewi",18.2,18.2
"Cynodictis","Cynodictis",31.0,52.2
"Canis,"Canis aureus",0.00585,3.0940000000000003
"Cynodesmus,"Cynodesmus martini",25.615000000000002,25.615000000000002
"Xenocyon","Xenocyon",0.4535,1.6845
"Vulpes,"Vulpes kernensis",11.95,11.95
"Canis,"Canis latrans",0.00585,3.35
"Desmocyon,"Desmocyon thomsoni",14.1815,25.615000000000002
"Cynarctoides,"Cynarctoides luskensis",22.615000000000002,25.615000000000002
"Canis,"Canis lupus",0.00585,3.0940000000000003
"Cormocyon,"Cormocyon haydeni",22.615000000000002,25.615000000000002
"Nyctereutes,"Nyctereutes procyonoides",0.06885,1.294
"Borophaginae","Borophaginae",7.6000000000000005,22.615000000000002
"Protomarctus,"Protomarctus optatus",14.1815,18.205000000000002
"Leptocyon","Leptocyon",11.95,25.615000000000002
"Vulpes","Vulpes",0.00585,7.6000000000000005
"Otocyon,"Otocyon megalotis",0.00585,1.29985
"Gobicyon","Gobicyon",10.6515,12.719999999999999
"Osbornodon,"Osbornodon sesnoni",25.615000000000002,32.05
"Lycaon,"Lycaon pictus",0.00585,1.29985
"Aelurodon,"Aelurodon wheelerianus",18.2,18.2
"Carpocyon,"Carpocyon webbi",7.6000000000000005,14.785
"Protocyon,"Protocyon orcesi",0.39635000000000004,0.39635000000000004
"Leptocyon,"Leptocyon gregorii",22.615000000000002,22.615000000000002
"Urocyon,"Urocyon webbi",7.6000000000000005,7.6000000000000005
"Phlaocyon,"Phlaocyon multicuspus",22.615000000000002,22.615000000000002
"Theriodictis","Theriodictis",0.06885,1.6845
"Osbornodon,"Osbornodon wangi",25.615000000000002,25.615000000000002
"Canis,"Canis proplatensis",1.6845,1.6845
"Borophagus","Borophagus",3.35,14.1815
"Vulpes,"Vulpes mathisoni",4.4665,4.4665
"Ectopocynus,"Ectopocynus intermedius",25.615000000000002,25.615000000000002
"Aelurodon","Aelurodon",8.470500000000001,14.785
"Nyctereutes,"Nyctereutes abdeslami",3.0940000000000003,3.0940000000000003
"Carpocyon","Carpocyon",14.1815,14.785
"Paracynarctus,"Paracynarctus kelloggi",14.1815,18.2
"Leptocyon,"Leptocyon leidyi",14.785,22.615000000000002
"Cynodesmus,"Cynodesmus thooides",25.615000000000002,32.05
"Cerdocyon,"Cerdocyon thous",0.00585,0.063
"Cerdocyon,"Cerdocyon avius",3.35,3.9605
"Euoplocyon,"Euoplocyon spissidens",18.2,18.2
"Protepicyon,"Protepicyon raki",14.785,14.785
"Canis,"Canis ferox",3.35,7.6000000000000005
"Hesperocyoninae","Hesperocyoninae",22.615000000000002,28.55
"Phlaocyon,"Phlaocyon annectens",22.615000000000002,22.615000000000002
"Borophagus,"Borophagus pugnator",7.6000000000000005,14.1815
"Leptocyon,"Leptocyon matthewi",9.25,11.95
"Mesocyon,"Mesocyon temnodon",22.615000000000002,33.599999999999994
"Pseudalopex,"Pseudalopex gymnocercus",0.00585,1.6845
"Leptocyon,"Leptocyon vafer",11.95,14.785
"Cormocyon,"Cormocyon copei",14.1815,28.55
"Tomarctus,"Tomarctus brevirostris",14.1815,18.2
"Protocyon,"Protocyon tarijensis",1.6845,1.6845
"Epicyon","Epicyon",7.6000000000000005,11.95
"Carpocyon,"Carpocyon compressus",13.135000000000002,14.785
"Phlaocyon,"Phlaocyon marslandensis",18.2,18.2
"Borophagus,"Borophagus orc",4.4665,7.6000000000000005
"Cynarctoides,"Cynarctoides lemur",22.615000000000002,28.55
"Cubacyon,"Cubacyon transversidens",1.294,1.294
"Osbornodon,"Osbornodon renjiei",32.05,33.599999999999994
